username,userid,profile_location,created_at,text,retweet_count,source,coordinates
dave's not here,815424470177304576,"Los Angeles, CA",2023-01-22 08:44:18,"@TruthdriverOn After he finishes talking to Gates crook, he will be soon talking to Obama crook. Meanwhile, in betw… https://t.co/E9B7jUtqEs",0,Twitter Web App,
Short Squeeze,1352751283,"Los Angeles, CA",2023-01-22 07:57:44,CLIMATE CHANGE IS ALL BULLSHIT!,5,Twitter for iPhone,
matthew callahan,1547824694606278662,"Hermosa Beach, CA",2023-01-22 07:21:18,"@thelukemullen @GretaThunberg @Luisamneubauer @vanessa_vash @SumakHelena Facts for children; 
If the USA ceases to… https://t.co/hk15OuukYX",0,Twitter for iPhone,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-22 06:19:17,@VP Why dont you elaborate more on weather manipulation &amp; the 40+ page report written by the Air Force to further t… https://t.co/6YZg5oWuAW,0,Twitter for Android,
Bubble,260063315,"Los Angeles, CA",2023-01-22 06:15:29,"@TheGroup2Guy1 @LeilaniDowding And if not climate change, misogyny and racism for sure! 😂🤣😜",0,Twitter for iPhone,
Trent Bolone,885564521405796352,"Beverly Hills, CA",2023-01-22 06:09:19,Climate change is not good! 😢 https://t.co/a6y4lyR7Zm,0,Twitter for iPhone,
Larry Kauffman,871460151177469953,"Los Angeles, CA",2023-01-22 05:31:05,@DrChristineMann We need to add to the conversation about the surge of migrants being victims of climate change. Wh… https://t.co/DXeIst0KrQ,0,Twitter for iPhone,
Osito,1321588239791058952,"Los Angeles, CA",2023-01-22 05:15:18,@AlexEpstein @JamesBattenJr1 @jordanbpeterson Disagree. Human made CO2 can not change the Earth's climate. The sun… https://t.co/7kHZTBrfKj,0,Twitter for Android,
Kierkegaarden Cop,52899453,los angeles,2023-01-22 05:05:46,"@GalenMetzger1 …I don't think you've thought this through

Do you think consumer demand is for fossil fuels? Is uti… https://t.co/6p8wFk3F0Y",0,Twitter Web App,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-22 04:14:15,@bennyjohnson Raise your hand if you know what or what the gov has been doing and plans on having done by 2025. Wea… https://t.co/oL5EnxGFTp,0,Twitter for Android,
TallPaul562,796546491645095936,"Compton, CA",2023-01-22 04:05:09,Konstantin Kisin gives one of the BEST speeches regarding where causes of climate change are occurring the most rig… https://t.co/R9xCOGBPG0,0,Twitter Web App,
Patty K,806185871858810881,"Los Angeles, CA",2023-01-22 03:48:53,"@ewarren Trillions for climate change, er, I mean inflation reduction, billions to Ukraine. Stop the lies.",0,Twitter for Android,
Capital & Main,2218281115,Los Angeles,2023-01-22 02:38:00,"Why do women struggle more to secure housing?

""More than half of Californians face unaffordable rents, but women a… https://t.co/igWKnvv6Oo",0,TweetDeck,
Terrence McNally,382937057,Los Angeles,2023-01-22 02:37:16,"Podcast: BRANKO MILANOVIC (2020) When capitalism rules the world, how do we shrink inequality and confront climate… https://t.co/EKrZNQAWz0",4,Twitter Web App,
Matthew E. Kahn,868389662,"Los Angeles, CA",2023-01-22 01:17:45,"@grist Back in 2016, @PERCtweets gave me the opportunity to expand upon my optimistic ideas about the microeconomic… https://t.co/Za8MbZ2LhY",0,Twitter Web App,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-22 00:40:05,"@CARebelBase Leader in ""climate change"" starts with litter. Unnecessary fires in suburban cities....just cause we p… https://t.co/PDPupOBsQv",0,Twitter for Android,
DrRPalmquist,1141340430514003968,"Los Angeles, CA",2023-01-22 00:05:17,@RBReich Or find half the cost of proposed climate change needs. Hmmmm…,0,Twitter for iPhone,
London After Midnight,113738369,Los Angeles CA USA,2023-01-21 22:39:34,"@SocialOutcast99 @RonnyJacksonTX The story is that the planet is warming due to climate change, which gas impacts b… https://t.co/0u4oo8UzvM",0,Twitter Web App,
"Climate Reality San Fernando Valley, CA",1110259454224695296,"Tarzana, Los Angeles",2023-01-21 22:26:40,DID YOU KNOW?....the Intergovernmental Panel on Climate Change (#IPCC) noted that while our #warming world may not… https://t.co/P0p0NNXxee,2,Twitter Web App,
LivingInCA,880517170945441796,"Los Angeles, CA",2023-01-21 22:21:35,@GeraldKutney Oh.. in researching this subject it's apparent that it's more complicated than portrayed by the media… https://t.co/2RSzE9gE1E,0,Twitter Web App,
HWDRepublican,17920055,"Hollywood, CA USA",2023-01-21 22:09:14,THR: Boston Fed President: Climate Change Is a Factor in Inflation https://t.co/jXR49riZOL (BB),0,IFTTT,
West Is West,848377120426303495,Mar Vista  CA,2023-01-21 21:22:56,"""The African diaspora will reshape the world.""

""The faster the rich world ages, the more important the migration o… https://t.co/lnG8UfwGDz",0,Twitter Web App,
Gwen C. Katz,205873490,"Altadena, CA",2023-01-21 21:22:43,And that's why we're never going to end climate change. https://t.co/jRSxxTQmNR,11,Twitter Web App,
Tyler Horvath,993555673404194817,"Los Angeles, CA",2023-01-21 20:52:21,Sign to show AGU they were wrong in sanctioning two climate scientists for having a short protest on stage. The sci… https://t.co/uzHGY30EiI,0,Twitter for Android,
Aarón Cantú,248937236,Los Angeles,2023-01-21 20:51:37,It takes time for scientists to determine whether climate change influenced aspects of weather events in line with… https://t.co/CkdL8JM0qu,0,Twitter Web App,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-21 20:20:00,What’s happening right now in the Imperial Valley is a reminder that climate solutions — no matter how badly they’r… https://t.co/fKVpGYzH8P,6,SocialNewsDesk,
Kelley Butler,1064299580248875008,"Los Angeles, CA",2023-01-21 20:16:20,@nathaliejacoby1 Climate change. Nothing else matters if we don’t have a sustainable planet to live on,0,Twitter for iPhone,
karen allen,14159257,Los Angeles,2023-01-21 19:55:37,@GRDecter billionaires will get hyped up to solve climate change when solving climate change makes them money,0,Twitter Web App,
On Sundays,608756509,"Los Angeles, CA",2023-01-21 19:48:42,"@RandPaul Europe has no oil. 

But they have rare earth minerals in their own countries and in the countries they e… https://t.co/g87hkEG6Em",0,Twitter Web App,
AudioRotary,1355178982824497156,"Los Angeles, CA",2023-01-21 19:46:34,@SenSchumer You know who doesn’t need saving @elonmusk and @Tesla. But you hate rich people so much that you rather… https://t.co/hkYBGHpLPG,0,Twitter for iPhone,
3puttbogey,1078400023,"Los Angeles, CA",2023-01-21 19:44:32,@nathaliejacoby1 Climate change. We’re running out of water. Crops will be impacted,0,Twitter for iPhone,
Jim Adler,14145030,los angeles,2023-01-21 19:39:01,@howardlindzon I am hoping that the next evolution considers and includes “generativity” toward climate change from investors and tech.,0,Twitter for iPhone,
Starck Club,617142771,"Los Angeles, CA",2023-01-21 19:30:41,"When scientists tagged a curious seal, he led them to signs of a potential climate disaster https://t.co/NkPdwT8YMg",0,Twitter for iPhone,
Jawn J.Period,1021382089059590144,"Los Angeles, CA",2023-01-21 19:30:07,Climate change and it’s not my opinion. https://t.co/MANrWtVTaN,1,Twitter for iPhone,
Ruth’s Red Glove,1479867939641831426,"Los Angeles, CA",2023-01-21 19:24:22,@algore 😝😜🤪 giving us advice about climate change is about like Epstein giving us advice on our child’s babysitter.… https://t.co/CCQbZTghd0,0,Twitter for iPhone,
Feefer@mas.to 🇺🇸🌻🇺🇦,20947434,"Los Angeles, CA",2023-01-21 18:50:43,"@HeckaGoodNews Commence countdown until GOP introduces approved food substitute, Soylent Green (that 70’s dystopian… https://t.co/NWG3dXpEfW",0,Twitter for iPhone,
seurte.com,904796916520689664,"Marina del Rey, CA",2023-01-21 18:14:20,@Carolina_37177 @EndWokeness Just makin it up. Anti vax mandate-Anti man made climate change-Anti liberal crap bein… https://t.co/BCOY9l6E4p,0,Twitter Web App,
Action Man,1594420484829216770,"Los Angeles, CA",2023-01-21 17:51:09,"@brithume But we know with absolute certainty it’s not related to the Vax, just shock from a high gas bill, or climate change, right?",0,Twitter for iPhone,
Mr Dave Anthony (Lord),17452154,los angeles,2023-01-21 17:45:26,@davidrieff @dbessner The wall is climate change and not only is it coming people like you have not remotely taken… https://t.co/jaTLoHhf2P,0,Twitter Web App,
Stephen J. Skelton,17454368,Los Angeles,2023-01-21 17:45:01,The global non-response to climate change and Covid despite repeated warnings from the scientific community sure is… https://t.co/AiIHvMHWYS,0,Moa Bridge,
Endangered Ginger,373040837,"North Hollywood, Los Angeles",2023-01-21 17:36:39,It’s always the burden of the people to fight climate change and never the responsibility of the giant corporations… https://t.co/xykTBtO5Yx,0,Twitter for iPhone,
Taj Ahmad Eldridge عائلة أحمد,250184505,"South Los Angeles, CA",2023-01-21 17:20:29,"Recall I have always said that climate change, sustainability &amp; environmentalism is a public health issue, an econo… https://t.co/kCXq7ZaZ86",0,LinkedIn,
UCLA,18918483,"Los Angeles, CA",2023-01-21 17:00:46,UCLA researchers say climate change could accelerate slightly if dust levels stop climbing.  https://t.co/krMPQ5r8VH,1,True Anthem,
Los Angeles Times,16664681,"El Segundo, CA",2023-01-21 17:00:10,"In the American West, navigating the clean energy revolution will be messy at best. Some ecosystems will be bulldoz… https://t.co/IN71o3x6T0",5,SocialNewsDesk,
Luis Chaves,1363055732,"los angeles, ca",2023-01-21 16:52:21,Is Climate Change A Real Threat? With Bjørn Lomborg - #063 - Stay Free With Russell Brand https://t.co/1r5mIaZc6s,0,Twitter Web App,
Gary Hall,273059145,"Los Angeles, CA",2023-01-21 16:28:27,"@latimes LAT's again falsely states: ""But beyond the financial hits that have oyster harvesters worried is the like… https://t.co/ieT6aYBYjm",0,Twitter Web App,
Joe Halsey,1516453763778633730,"Pasadena, California",2023-01-21 16:23:58,@TonyClimate @JamesDelingpole Cold? Climate change. Hot? Climate change. Rainy? Climate change. Dry? Climate change… https://t.co/xRO4cdOEae,0,Twitter for Mac,
Gunjan Bagla,21532338,Los Angeles,2023-01-21 16:21:13,"ReNew Energy Global Plc is studying opportunities to expand into green hydrogen in India, Egypt &amp; elsewhere, its CE… https://t.co/e3NHKTzHx9",0,Sendible,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 15:13:26,"@CARebelBase We over here like ""climate change"" is causing our sea levels to rise......Nope CA is causing that silly.",0,Twitter for Android,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 15:11:31,@CARebelBase Yup. Climate change,0,Twitter for Android,
Ethan Bearman 🇺🇸✡️🇺🇦 #StandWithUkraine,315950881,"Los Angeles, CA",2023-01-21 15:07:39,"If you think the cost of quickly switching away from hydrocarbon energy sources is high, just wait until nearly eve… https://t.co/OMyX2VaKlT",16,Twitter Web App,
Megan Lowder 🌮,874384394827571209,"Los Angeles, CA",2023-01-21 13:49:56,@DanielDevos9 @angie_karan You also think that feminism and climate change are scams so honestly I don’t believe anything you say.,0,Twitter Web App,
Seal of Biliteracy,185705692,Los Angeles  CA,2023-01-21 13:00:36,4-minute podcast:  NPR's Ari Shapiro speaks to Karen McVeigh of The Guardian about her reporting on the connection… https://t.co/POFN1neOl2,1,Hootsuite Inc.,
Curtis Spyro,1534870262679748609,"Los Angeles, CA",2023-01-21 11:42:08,Extra Dust in the Atmosphere Could Be Hiding the True Effects of Climate Change - Yahoo News… https://t.co/fBWyfmzpCi,0,Buffer,
Angelo Gallo,1589391085872218112,"Beverly Hills, CA ",2023-01-21 11:26:15,"@elonmusk, #apartheid trust fund baby &amp; national security risk @SpaceX. #Fascist welcoming #nazi's to @Twitter w/op… https://t.co/Rsk6c1727l",0,Twitter Web App,
the kinte space,757814965,Los Angeles,2023-01-21 08:17:43,"The Democrats Finally Deliver

The Senate’s passage of a sweeping, if imperfect, climate-change-and-health-care bil… https://t.co/nawivgIlLX",0,Microsoft Azure Logic Apps,
the kinte space,757814965,Los Angeles,2023-01-21 08:17:41,"This act is the biggest step against climate change the US has ever taken

There’s finally some good climate news.… https://t.co/l3TMvGPQEj",0,Microsoft Azure Logic Apps,
Ignacio David Castro!,86461419,"Los Angeles, CA",2023-01-21 07:45:50,@neecygrace Sept is hotter than summer. Climate change has made june and july decent!!!,0,Twitter for iPhone,
Daniel,1534747233974886401,"Los Angeles, CA",2023-01-21 06:28:46,@Anomaly99596746 @wonderofscience This eruption produced way more carbon than humans dream of producing one day. Si… https://t.co/odZi9rk9Ol,0,Twitter Web App,
Alpha_TBC,988452605373374469,"Los Angeles, CA",2023-01-21 06:26:55,@UNEP @antonioguterres So historically this weather is somehow new?  From the Dust Storms decades ago to hurricanes… https://t.co/57knDPzAzh,0,Twitter for iPhone,
Torr Leonard 🌐💉🚊📚,25912403,"Los Angeles, CA",2023-01-21 06:15:10,"“Climate change fueling conflict in Lake Chad Basin-

Boko Haram, an Islamic extremist group, is a destabilizing fo… https://t.co/QoRzfvOkyE",0,Twitter for iPhone,
Capital & Main,2218281115,Los Angeles,2023-01-21 05:45:30,"""Our systems need to be rebalanced in California and the United States. The idea would be a society where women hav… https://t.co/1Iobm7Djrb",2,TweetDeck,
RICK HILL,810246085868396544,"Santa Monica, CA",2023-01-21 05:29:59,"@KatiePavlich @jimmyfailla We pay $2,000 per hour in diesel fuel to ship oil from the middle east, when we have the… https://t.co/dxQhMw80Ys",0,Twitter Web App,
RICK HILL,810246085868396544,"Santa Monica, CA",2023-01-21 05:18:54,"@RBReich Robert, please ask Biden to renew the oil leases on Federal land, which he denied. We're paying $2,000 per… https://t.co/hgQJu73iY8",0,Twitter Web App,
Optimus Dad,1585168739242192896,"Los Angeles, CA",2023-01-21 05:09:16,"@GretaThunberg Today’s crisis looks a lot like many similar crises in the past, where it’s clear the dinosaurs were… https://t.co/UF6Jse0n8j",0,Twitter for iPhone,
Honey Baked™ Tom,6675742,"Los Angeles, CA",2023-01-21 05:08:54,Like the time he told all state employees they couldn’t talk about climate change.,0,Twitter for Mac,
Curtis Spyro,1534870262679748609,"Los Angeles, CA",2023-01-21 04:37:36,Extra Dust in the Atmosphere Could Be Hiding the True Effects of Climate Change - Gizmodo https://t.co/6ZH58xwSUS D… https://t.co/wLwBGnnPoo,0,IFTTT,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 04:15:36,@TheMarcitect Read this paper written by air force officials. Weather manipulation means control over everything. A… https://t.co/19tlIh7yrw,0,Twitter for Android,
Josh Haskell,152350703,"Los Angeles, CA",2023-01-21 03:42:09,"Following the recent winter storms that brought massive amounts of rainfall to SoCal, the race is on to capture tha… https://t.co/uuTy7SSC28",0,Twitter for iPhone,
Red_Pill_Channel,159349669,"Los Angeles, CA",2023-01-21 03:38:03,@BofA_News @DSteveBoland Jesus…and he’s posting this from DAVOS. Never did I think I’d start doubting climate change 😰,0,Twitter for iPhone,
Corn Pop Gangster,1148762872526229504,"Los Angeles, CA",2023-01-21 03:26:36,"@smithsphone @RNCResearch Well according to liberals, meat is a huge contributor to climate change. Sounds like lib… https://t.co/QKJwwOsGFK",0,Twitter for iPhone,
K.,2589988742,Los angeles,2023-01-21 03:20:46,@cjmaddison @DailyJLee The problem is that viruses don’t grow in human years … there was a great thread about how c… https://t.co/ZeZwsCp8iO,0,Twitter for iPhone,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 03:16:42,@POTUS Building back better is truly shaping CA and the US. Hey why did Karen Bass choose to fly to DC to discuss h… https://t.co/7xa9pOV6G1,0,Twitter for Android,
Nathaniel North,1616593374802505728,"Los Angeles, CA",2023-01-21 03:07:00,Becoming a vegetarian is a minor shift that can have a significant impact on decreasing greenhouse gas emissions an… https://t.co/cDIHHELuCw,0,Twitter Web App,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 02:58:01,@Breaking911 Think about the weather manipulation you use &amp; plan on fully controlling by 2025! You can also use wea… https://t.co/PtZ5gWiM0K,0,Twitter for Android,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 02:43:41,@WhiteHouse Stop using private planes. Stop pushing climate change when you have been using weather manipulation fo… https://t.co/RQJ2FXjHfR,0,Twitter for Android,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 02:41:32,@TimRunsHisMouth The only change with climate we have is that it's not what we are told. It's a fear tactic. Manipu… https://t.co/JHHOqahzWy,0,Twitter for Android,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 02:39:51,@TimRunsHisMouth Climate change.....well weather manipulation is used by many states already. If you can manipulate… https://t.co/H70IkrGNMx,0,Twitter for Android,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 02:37:37,@streetpeopleLA @ChristyCanyon11 @GavinNewsom He also thinks this doesn't have any affect on climate change....3 fi… https://t.co/ZOSfJiep2t,0,Twitter for Android,
Lindsay,1602708113773064197,"Santa Monica, CA",2023-01-21 02:28:57,@MyLA311 @MayorOfLA Since the first week in November we have requested clean up at Centinela/Pico encampments. Toda… https://t.co/Ho3WjG7Atm,0,Twitter for Android,
The ULTRA Craftsman 🇺🇸🔨☢️,1088333272487100417,"Los Angeles, CA",2023-01-21 01:35:48,"@WhirlyGirl1200 @VP 🤮🤮🤮 🤦🏻‍♂️Just go away and leave us alone with that climate change derangement 

#ClimateScam",3,Twitter for iPhone,
junta,1543525806,"Los Angeles, CA",2023-01-21 01:16:18,@RonPlacone @dersweeve His take on Ukraine is just spot on. My guess is that he’s gonna replace the hammer &amp; sickle… https://t.co/FkfvHpcCAb,0,Twitter for iPhone,
Corn Pop Gangster,1148762872526229504,"Los Angeles, CA",2023-01-21 01:09:18,"@SenWarren You do realize the “rich” will pay that tax too? Since they consume more, they pay more. It may actually… https://t.co/m6WgF9mwuW",0,Twitter for iPhone,
Grant W. Graves,229576116,"Santa Monica, CA",2023-01-21 00:36:37,Rising groundwater is coming for San Francisco | Climate Change | https://t.co/ppI0nbYRI0 https://t.co/y6gCpOOAwe,0,Twitter Web App,
Sah,1601435640595247104,"Santa Monica, CA",2023-01-21 00:33:41,@jakeshieldsajj “If you don’t believe climate change effects mens pregnancies you’re racist. Get your booster and s… https://t.co/HwG8foWFsT,0,Twitter for iPhone,
junta,1543525806,"Los Angeles, CA",2023-01-21 00:26:46,"@OzraeliAvi @ezralevant @CSmiles_News @calvinrobinson Climate change deniers, anti vaxx pro covid ilks, flat earthe… https://t.co/cJu6QWsUBO",0,Twitter for iPhone,
Timothy Guetling,2485705238,"El Monte, CA",2023-01-20 23:49:01,Study: Trauma from climate disaster can change brain function https://t.co/iaj9YS0b4w,0,Twitter Web App,
David,1581485065111949313,"West Hollywood, CA",2023-01-20 23:46:46,@YALiberty They say over 1 thousand private jets at DAVOS. Yeh we need climate change!,0,Twitter for Android,
Chris Roberts,108512353,"North Hollywood, Ca",2023-01-20 23:43:59,"@Torquemob @LindaChapman49 @FormulaRacer420 @Elation70 @RepSwalwell @SpeakerMcCarthy Is real. Also, there’s this fr… https://t.co/PbRU3XiLRj",0,Twitter for iPhone,
Rinka,1253137514769969152,"Los Angeles, California",2023-01-20 23:29:41,@US_Stormwatch But panic because CLImaTe cHaNgE!!,0,Twitter Web App,
LA Worker Center Network,2967322592,"Los Angeles, CA",2023-01-20 23:27:57,"#UnemploymentInsurance has helped millions of Californians weather the biggest challenges facing our state, from cl… https://t.co/2QJptJD8D5",0,Twitter Web App,
John Holowach,18473714,"Los Angeles, CA",2023-01-20 23:24:54,Did you just watch his old TED talk and do no other research on the subject? Shameful lack of insight and does a gr… https://t.co/X1uD7dDyt9,0,Twitter Web App,
Johnny Roque,90423240,"Los Angeles, CA",2023-01-20 23:24:00,@sleeeepyjoe5798 @Unt1tledLuke @Scagz89 @ninaturner @TaylorLorenz Hundreds of paid for scientists. What about the h… https://t.co/xvSkFTzrCV,0,Twitter for iPhone,
TallPaul562,796546491645095936,"Compton, CA",2023-01-20 23:22:35,@MikeHudema So what are they planning on telling all the poor people in the world who are more concerned with tryin… https://t.co/2WwyUwtjhk,0,Twitter Web App,
Heckler Pix,71475576,"Los Angeles, CA",2023-01-20 23:08:59,"@nbreavington I would have to say climate change. Because other than reducing waste, like all this ridiculous singl… https://t.co/fpSCO5ltn2",0,Twitter for Android,
Curtis Spyro,1534870262679748609,"Los Angeles, CA",2023-01-20 23:00:09,Extra Dust in the Atmosphere Could Be Hiding the True Effects of Climate Change - Yahoo News… https://t.co/9gfVAWL9wM,0,Buffer,
Bruce,2379011534,"Los Angeles, CA",2023-01-20 22:40:31,@MrAndyNgo @RebelNewsOnline @ezralevant She even said it herself that she has no clue about climate change and how… https://t.co/pWqPWCUYa4,0,Twitter for iPhone,
Sammy Roth,390842981,"Los Angeles, CA",2023-01-20 22:29:20,And read my story for @latimes: https://t.co/4JgymVApKM,0,Twitter for iPhone,
Will Ferguson,1506277170,"La Canada Flintridge, CA",2023-01-20 22:24:05,How is #ClimateChange impacting the (re)insurance industry? Discover how organizations are rising to the challenge… https://t.co/fFdCajxbJh,1,Dynamic Signal,
Pat Romek,1337319487805112325,"Pasadena, CA",2023-01-20 22:22:43,@elonmusk @SawyerMerritt @Tesla It is good to see how much tesla is investing in future technology. I never felt th… https://t.co/cvNkFec2Sg,0,Twitter for Android,
Malware Matt,910533424779112448,"Los Angeles, CA",2023-01-20 22:22:07,"@YetiYeff No, but our role in it is mostly BS. The climate has changed for millions of years, our burning of fossil… https://t.co/OuZnFfoYiw",0,Twitter for iPhone,
